UID,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,Machine Failure
5921,L53100,Low,300.5,310.2,1764,25.9,27,45687.6,No,No,No,No,No,No
5922,L53101,Low,300.5,310.3,1336,57.1,29,76285.6,No,No,No,No,No,No
5923,L53102,Low,300.5,310.3,1435,43.3,31,62135.49999999999,No,No,No,No,No,No
5924,M20783,Medium,300.4,310.3,1537,35.0,33,53795.0,No,No,No,No,No,No
5925,L53104,Low,300.3,310.2,1369,48.8,36,66807.2,No,No,No,No,No,No
5926,M20785,Medium,300.2,310.1,1619,31.3,38,50674.700000000004,No,No,No,No,No,No
5927,L53106,Low,300.2,310.1,1440,51.1,41,73584.0,No,No,No,No,No,No
5928,L53107,Low,300.2,310.1,1649,30.5,43,50294.5,No,No,No,No,No,No
5929,M20788,Medium,300.2,310.1,1550,38.7,45,59985.00000000001,No,No,No,No,No,No
5930,L53109,Low,300.3,310.2,1471,45.2,48,66489.2,No,No,No,No,No,No
5931,L53110,Low,300.3,310.3,1483,51.6,50,76522.8,No,No,No,No,No,No
5932,L53111,Low,300.3,310.4,1336,54.4,52,72678.4,No,No,No,No,No,No
5933,L53112,Low,300.5,310.5,1515,36.6,54,55449.0,No,No,No,No,No,No
5934,L53113,Low,300.5,310.5,1373,47.4,56,65080.2,No,No,No,No,No,No
5935,H35348,High,300.6,310.5,1454,51.2,58,74444.8,No,No,No,No,No,No
5936,L53115,Low,300.5,310.5,1646,34.5,63,56787.0,No,No,No,No,No,No
5937,M20796,Medium,300.5,310.4,1548,37.3,65,57740.399999999994,No,No,No,No,No,No
5938,M20797,Medium,300.6,310.5,1462,41.3,68,60380.6,No,No,No,No,No,No
5939,L53118,Low,300.5,310.4,1702,33.1,71,56336.200000000004,No,No,No,No,No,No
5940,L53119,Low,300.5,310.5,1409,60.9,73,85808.09999999999,No,No,No,No,No,No
5941,M20800,Medium,300.6,310.6,1427,52.8,75,75345.59999999999,No,No,No,No,No,No
5942,L53121,Low,300.6,310.7,1438,48.5,78,69743.0,No,No,No,No,No,Yes
5943,L53122,Low,300.7,310.7,1450,43.4,80,62930.0,No,No,No,No,No,No
5944,L53123,Low,300.7,310.7,1541,41.3,82,63643.299999999996,No,No,No,No,No,No
5945,M20804,Medium,300.7,310.6,1484,38.0,84,56392.0,No,No,No,No,No,No
5946,M20805,Medium,300.8,310.8,1415,44.5,87,62967.5,No,No,No,No,No,No
5947,L53126,Low,300.7,310.8,1496,46.4,90,69414.4,No,No,No,No,No,No
5948,M20807,Medium,300.7,310.8,1465,45.2,92,66218.0,No,No,No,No,No,No
5949,L53128,Low,300.7,310.8,2113,18.5,95,39090.5,No,No,No,No,No,No
5950,M20809,Medium,300.7,310.8,1506,44.0,97,66264.0,No,No,No,No,No,No
5951,L53130,Low,300.7,310.8,1689,28.9,100,48812.1,No,No,No,No,No,No
5952,L53131,Low,300.7,310.9,1650,29.4,102,48510.0,No,No,No,No,No,No
5953,L53132,Low,300.7,310.8,1563,33.8,104,52829.399999999994,No,No,No,No,No,No
5954,M20813,Medium,300.7,310.9,1486,38.9,106,57805.4,No,No,No,No,No,No
5955,L53134,Low,300.8,310.9,1732,25.7,109,44512.4,No,No,No,No,No,No
5956,L53135,Low,300.7,310.8,1653,31.6,111,52234.8,No,No,No,No,No,No
5957,L53136,Low,300.7,310.9,1535,37.1,113,56948.5,No,No,No,No,No,No
5958,L53137,Low,300.7,310.9,1637,37.2,115,60896.4,No,No,No,No,No,No
5959,L53138,Low,300.6,310.8,1533,38.5,117,59020.5,No,No,No,No,No,No
5960,L53139,Low,300.6,310.8,1378,51.2,119,70553.6,No,No,No,No,No,No
5961,L53140,Low,300.5,310.7,1606,33.5,121,53801.0,No,No,No,No,No,No
5962,L53141,Low,300.3,310.7,1539,32.3,123,49709.7,No,No,No,No,No,No
5963,L53142,Low,300.5,310.8,1728,26.3,125,45446.4,No,No,No,No,No,No
5964,H35377,High,300.4,310.7,1656,36.3,127,60112.799999999996,No,No,No,No,No,No
5965,H35378,High,300.5,310.8,1631,30.5,132,49745.5,No,No,No,No,No,No
5966,H35379,High,300.5,310.9,1447,46.5,137,67285.5,No,No,No,No,No,No
5967,L53146,Low,300.4,310.8,1396,49.3,142,68822.8,No,No,No,No,No,No
5968,L53147,Low,300.4,310.8,1390,52.5,144,72975.0,No,No,No,No,No,No
5969,L53148,Low,300.4,310.8,1348,56.0,146,75488.0,No,No,No,No,No,No
5970,M20829,Medium,300.4,310.8,1491,35.9,148,53526.9,No,No,No,No,No,No
5971,L53150,Low,300.4,310.8,1520,37.6,151,57152.0,No,No,No,No,No,No
5972,L53151,Low,300.5,310.8,1509,33.0,153,49797.0,No,No,No,No,No,No
5973,L53152,Low,300.5,310.8,1445,46.6,155,67337.0,No,No,No,No,No,No
5974,L53153,Low,300.5,310.8,1354,51.8,157,70137.2,No,No,No,No,No,No
5975,L53154,Low,300.5,310.7,1488,39.4,159,58627.2,No,No,No,No,No,No
5976,H35389,High,300.5,310.7,1654,28.6,161,47304.4,No,No,No,No,No,No
5977,H35390,High,300.5,310.6,1378,51.5,166,70967.0,No,No,No,No,No,No
5978,L53157,Low,300.6,310.7,1750,30.6,171,53550.0,No,No,No,No,No,No
5979,L53158,Low,300.5,310.6,1448,46.3,173,67042.4,No,No,No,No,No,No
5980,H35393,High,300.6,310.7,1501,45.3,175,67995.3,No,No,No,No,No,No
5981,M20840,Medium,300.6,310.7,1654,32.0,180,52928.0,No,No,No,No,No,No
5982,M20841,Medium,300.7,310.7,1347,46.5,183,62635.5,No,No,No,No,No,No
5983,L53162,Low,300.7,310.8,1486,37.1,186,55130.6,No,No,No,No,No,No
5984,H35397,High,300.8,310.8,1466,45.2,188,66263.2,No,No,No,No,No,No
5985,H35398,High,300.7,310.8,1346,52.0,193,69992.0,No,No,No,No,No,No
5986,L53165,Low,300.7,310.7,1314,42.4,198,55713.6,No,No,No,No,No,No
5987,L53166,Low,300.6,310.7,1440,52.5,200,75600.0,No,No,No,No,No,No
5988,L53167,Low,300.7,310.8,1608,39.5,202,63516.0,No,No,No,No,No,No
5989,H35402,High,300.7,310.8,1296,58.2,204,75427.2,No,No,No,No,No,No
5990,L53169,Low,300.7,310.7,1507,46.1,209,69472.7,No,No,No,No,No,No
5991,M20850,Medium,300.7,310.7,1343,51.6,211,69298.8,No,No,No,No,No,No
5992,L53171,Low,300.7,310.7,1416,40.4,214,57206.4,No,No,No,No,No,No
5993,L53172,Low,300.7,310.6,1288,47.2,216,60793.600000000006,No,No,No,No,No,No
5994,M20853,Medium,300.7,310.6,1407,42.4,218,59656.799999999996,No,No,No,No,No,No
5995,L53174,Low,300.6,310.4,1608,39.2,221,63033.600000000006,No,No,No,No,No,No
5996,L53175,Low,300.6,310.3,1920,22.3,223,42816.0,No,No,No,No,No,No
5997,M20856,Medium,300.5,310.2,1386,48.2,225,66805.2,No,No,No,No,No,No
5998,M20857,Medium,300.5,310.2,1571,34.6,228,54356.600000000006,No,No,No,No,No,No
5999,M20858,Medium,300.4,310.2,1613,36.9,231,59519.7,No,No,No,No,No,No
6000,M20859,Medium,300.4,310.2,1671,30.5,234,50965.5,Yes,No,No,No,No,Yes
6001,H35414,High,300.4,310.2,1431,43.2,0,61819.200000000004,No,No,No,No,No,No
6002,M20861,Medium,300.4,310.2,1380,47.3,5,65273.99999999999,No,No,No,No,No,No
6003,L53182,Low,300.5,310.3,1683,31.5,8,53014.5,No,No,No,No,No,No
6004,L53183,Low,300.4,310.2,1529,36.2,10,55349.8,No,No,No,No,No,No
6005,L53184,Low,300.5,310.4,1761,26.5,12,46666.5,No,No,No,No,No,No
6006,L53185,Low,300.6,310.5,1570,38.3,14,60130.99999999999,No,No,No,No,No,No
6007,M20866,Medium,300.6,310.5,2156,18.0,16,38808.0,No,No,No,No,No,No
6008,M20867,Medium,300.7,310.6,1349,54.5,19,73520.5,No,No,No,No,No,No
6009,L53188,Low,300.7,310.7,1431,39.3,22,56238.299999999996,No,No,No,No,No,No
6010,L53189,Low,300.6,310.6,1931,22.0,24,42482.0,No,No,No,No,No,No
6011,H35424,High,300.7,310.7,1428,43.4,26,61975.2,No,No,No,No,No,No
6012,L53191,Low,300.8,310.8,1564,36.2,31,56616.8,No,No,No,No,No,No
6013,H35426,High,300.8,310.9,1425,44.0,33,62700.0,No,No,No,No,No,No
6014,L53193,Low,300.7,310.8,1597,30.5,38,48708.5,No,No,No,No,No,No
6015,H35428,High,300.8,310.8,1618,32.8,40,53070.399999999994,No,No,No,No,No,No
6016,M20875,Medium,300.8,310.8,1520,38.0,45,57760.0,No,No,No,No,No,No
6017,L53196,Low,300.7,310.7,1425,45.3,48,64552.49999999999,No,No,No,No,No,No
6018,L53197,Low,300.8,310.9,1398,38.2,50,53403.600000000006,No,No,No,No,No,No
6019,M20878,Medium,300.8,310.9,1557,31.6,52,49201.200000000004,No,No,No,No,No,No
6020,L53199,Low,300.7,310.8,1519,43.9,55,66684.09999999999,No,No,No,No,No,No
6021,L53200,Low,300.7,310.8,1619,34.9,57,56503.1,No,No,No,No,No,No
6022,L53201,Low,300.7,310.8,1814,21.4,59,38819.6,No,No,No,No,No,No
6023,L53202,Low,300.7,310.9,1521,39.4,61,59927.4,No,No,No,No,No,No
6024,M20883,Medium,300.7,310.9,1369,51.2,63,70092.8,No,No,No,No,No,No
6025,L53204,Low,300.7,310.9,1356,65.3,66,88546.8,No,No,Yes,No,No,Yes
6026,L53205,Low,300.7,311.0,1336,53.3,68,71208.8,No,No,No,No,No,No
6027,L53206,Low,300.7,311.0,1403,48.3,70,67764.9,No,No,No,No,No,No
6028,M20887,Medium,300.7,311.0,1413,44.3,72,62595.899999999994,No,No,No,No,No,No
6029,L53208,Low,300.6,310.9,1472,47.6,75,70067.2,No,No,No,No,No,No
6030,M20889,Medium,300.7,310.8,1452,47.9,77,69550.8,No,No,No,No,No,No
6031,L53210,Low,300.6,310.7,1397,53.7,80,75018.90000000001,No,No,No,No,No,No
6032,L53211,Low,300.6,310.7,1455,40.6,82,59073.0,No,No,No,No,No,No
6033,L53212,Low,300.7,310.8,1754,27.7,84,48585.799999999996,No,No,No,No,No,No
6034,L53213,Low,300.6,310.9,1471,37.9,86,55750.9,No,No,No,No,No,No
6035,M20894,Medium,300.6,310.8,1389,48.1,88,66810.90000000001,No,No,No,No,No,No
6036,M20895,Medium,300.6,310.9,1702,30.3,91,51570.6,No,No,No,No,No,No
6037,M20896,Medium,300.6,311.0,1401,54.6,94,76494.6,No,No,No,No,No,No
6038,L53217,Low,300.7,311.1,1426,46.2,97,65881.2,No,No,No,No,No,No
6039,L53218,Low,300.7,311.0,1496,38.3,99,57296.799999999996,No,No,No,No,No,No
6040,L53219,Low,300.6,310.9,1433,42.6,101,61045.8,No,No,No,No,No,No
6041,M20900,Medium,300.7,311.1,1438,46.6,103,67010.8,No,No,No,No,No,No
6042,M20901,Medium,300.7,311.0,1418,49.3,106,69907.4,No,No,No,No,No,No
6043,M20902,Medium,300.8,311.0,1580,36.6,109,57828.0,No,No,No,No,No,No
6044,M20903,Medium,300.7,310.9,1468,41.8,112,61362.399999999994,No,No,No,No,No,No
6045,M20904,Medium,300.8,310.9,1522,41.7,115,63467.4,No,No,No,No,No,No
6046,L53225,Low,300.8,310.9,1311,55.8,118,73153.8,No,No,No,No,No,No
6047,L53226,Low,300.9,311.0,1316,56.5,120,74354.0,No,No,No,No,No,No
6048,H35461,High,300.9,311.0,1853,23.6,122,43730.8,No,No,No,No,No,No
6049,M20908,Medium,300.9,311.0,1556,38.8,127,60372.799999999996,No,No,No,No,No,No
6050,M20909,Medium,300.9,311.0,1567,34.3,130,53748.1,No,No,No,No,No,No
6051,M20910,Medium,300.9,311.1,1546,37.7,133,58284.200000000004,No,No,No,No,No,No
6052,L53231,Low,300.9,311.0,1382,51.2,136,70758.40000000001,No,No,No,No,No,No
6053,L53232,Low,300.9,311.0,2003,20.2,138,40460.6,No,No,No,No,No,No
6054,L53233,Low,300.8,310.9,1748,29.9,140,52265.2,No,No,No,No,No,No
6055,H35468,High,300.7,310.8,1518,40.1,142,60871.8,No,No,No,No,No,No
6056,L53235,Low,300.7,310.8,1475,42.0,147,61950.0,No,No,No,No,No,No
6057,L53236,Low,300.8,310.8,1634,29.2,149,47712.799999999996,No,No,No,No,No,No
6058,L53237,Low,300.8,310.8,1689,32.9,151,55568.1,No,No,No,No,No,No
6059,M20918,Medium,300.9,310.9,1636,35.3,153,57750.799999999996,No,No,No,No,No,No
6060,L53239,Low,300.9,311.0,2235,15.8,156,35313.0,No,No,No,No,No,No
6061,L53240,Low,301.0,311.1,1615,35.6,158,57494.0,No,No,No,No,No,No
6062,H35475,High,301.1,311.1,1618,29.5,160,47731.0,No,No,No,No,No,No
6063,M20922,Medium,301.1,311.2,1407,53.0,165,74571.0,No,No,No,No,No,No
6064,L53243,Low,301.1,311.1,1450,43.3,168,62784.99999999999,No,No,No,No,No,No
6065,L53244,Low,301.1,311.1,1889,23.8,170,44958.200000000004,No,No,No,No,No,No
6066,L53245,Low,301.0,310.9,1568,38.2,172,59897.600000000006,No,No,No,No,No,No
6067,L53246,Low,301.0,311.0,1804,25.8,174,46543.200000000004,No,No,No,No,No,No
6068,L53247,Low,301.0,311.0,1582,37.5,176,59325.0,No,No,No,No,No,No
6069,M20928,Medium,301.0,310.9,2047,17.9,178,36641.299999999996,No,No,No,No,No,No
6070,L53249,Low,300.9,310.9,1601,34.0,181,54434.0,No,No,No,No,No,No
6071,L53250,Low,300.9,310.9,1615,32.0,183,51680.0,No,No,No,No,No,No
6072,M20931,Medium,300.9,310.8,1452,43.6,185,63307.200000000004,No,No,No,No,No,No
6073,M20932,Medium,300.9,310.8,1695,30.2,188,51189.0,No,No,No,No,No,No
6074,M20933,Medium,300.9,310.8,1790,26.2,191,46898.0,No,No,No,No,No,No
6075,M20934,Medium,301.0,310.8,1533,39.3,194,60246.899999999994,No,No,No,No,No,No
6076,L53255,Low,301.0,310.9,1813,28.5,197,51670.5,No,No,No,No,No,No
6077,L53256,Low,301.0,310.9,1492,36.7,199,54756.4,No,No,No,No,No,No
6078,L53257,Low,300.9,310.7,1479,43.3,201,64040.7,No,No,No,No,No,No
6079,L53258,Low,300.8,310.7,1339,59.1,203,79134.90000000001,No,No,No,Yes,No,Yes
6080,M20939,Medium,300.8,310.7,1371,44.7,205,61283.700000000004,No,No,No,No,No,No
6081,L53260,Low,300.9,310.7,1468,36.2,208,53141.600000000006,No,No,No,No,No,No
6082,L53261,Low,300.9,310.7,1517,41.7,210,63258.9,No,No,No,No,No,No
6083,L53262,Low,300.9,310.7,1352,46.4,212,62732.799999999996,No,No,No,No,No,No
6084,L53263,Low,300.9,310.7,1389,50.0,214,69450.0,No,No,No,No,No,No
6085,M20944,Medium,300.8,310.6,1505,36.2,0,54481.00000000001,No,No,No,No,No,No
6086,L53265,Low,300.9,310.6,1538,36.7,3,56444.600000000006,No,No,No,No,No,No
6087,L53266,Low,300.9,310.8,1482,37.0,5,54834.0,No,No,No,No,No,No
6088,M20947,Medium,300.9,310.8,1599,33.0,7,52767.0,No,No,No,No,No,No
6089,L53268,Low,300.9,310.8,1476,39.0,10,57564.0,No,No,No,No,No,No
6090,L53269,Low,300.9,310.7,1509,37.5,12,56587.5,No,No,No,No,No,No
6091,L53270,Low,300.9,310.8,1708,29.1,14,49702.8,No,No,No,No,No,No
6092,L53271,Low,300.9,310.7,1412,57.5,16,81190.0,No,No,No,No,Yes,Yes
6093,L53272,Low,300.9,310.7,1658,28.5,18,47253.0,No,No,No,No,No,No
6094,L53273,Low,301.0,310.8,1375,57.2,20,78650.0,No,No,No,No,No,No
6095,M20954,Medium,300.9,310.8,1402,48.1,22,67436.2,No,No,No,No,No,No
6096,M20955,Medium,300.9,310.7,1452,47.3,25,68679.59999999999,No,No,No,No,No,No
6097,M20956,Medium,300.8,310.7,1483,40.8,28,60506.399999999994,No,No,No,No,No,No
6098,H35511,High,300.9,310.8,1477,38.4,31,56716.799999999996,No,No,No,No,No,No
6099,M20958,Medium,300.8,310.7,1924,22.4,36,43097.6,No,No,No,No,No,No
6100,H35513,High,300.9,310.7,1609,28.7,39,46178.299999999996,No,No,No,No,No,No
6101,M20960,Medium,300.8,310.7,1886,21.1,44,39794.600000000006,No,No,No,No,No,No
6102,L53281,Low,300.7,310.6,1616,29.6,47,47833.600000000006,No,No,No,No,No,No
6103,L53282,Low,300.7,310.7,1442,43.2,49,62294.4,No,No,No,No,No,No
6104,L53283,Low,300.8,310.8,1407,45.1,51,63455.700000000004,No,No,No,No,No,No
6105,M20964,Medium,300.8,310.8,1461,41.3,53,60339.299999999996,No,No,No,No,No,No
6106,M20965,Medium,300.8,310.9,1522,46.2,56,70316.40000000001,No,No,No,No,No,No
6107,L53286,Low,300.9,311.0,1432,48.1,59,68879.2,No,No,No,No,No,No
6108,L53287,Low,300.9,311.0,1438,49.0,61,70462.0,No,No,No,No,No,No
6109,M20968,Medium,300.8,310.9,1678,28.1,63,47151.8,No,No,No,No,No,No
6110,M20969,Medium,300.8,310.9,1514,38.7,66,58591.8,No,No,No,No,No,No
6111,L53290,Low,300.7,310.8,1534,41.3,69,63354.2,No,No,No,No,No,No
6112,M20971,Medium,300.7,310.8,1486,41.2,71,61223.200000000004,No,No,No,No,No,No
6113,L53292,Low,300.7,310.8,1925,22.0,74,42350.0,No,No,No,No,No,No
6114,M20973,Medium,300.7,310.8,1724,30.0,76,51720.0,No,No,No,No,No,No
6115,M20974,Medium,300.8,310.8,1549,35.5,79,54989.5,No,No,No,No,No,No
6116,L53295,Low,300.8,310.9,1457,47.7,82,69498.90000000001,No,No,No,No,No,No
6117,L53296,Low,300.8,310.9,1453,43.9,84,63786.7,No,No,No,No,No,No
6118,L53297,Low,300.8,311.0,1578,44.4,86,70063.2,No,No,No,No,No,No
6119,M20978,Medium,300.9,311.1,1325,61.4,88,81355.0,No,No,No,No,No,No
6120,L53299,Low,300.9,311.1,1471,39.3,91,57810.299999999996,No,No,No,No,No,No
6121,M20980,Medium,300.9,311.2,1472,40.0,93,58880.0,No,No,No,No,No,No
6122,L53301,Low,300.9,311.1,1457,37.4,96,54491.799999999996,No,No,No,No,No,No
6123,L53302,Low,301.0,311.0,1402,55.3,98,77530.59999999999,No,No,No,No,No,No
6124,L53303,Low,300.9,310.9,1477,41.5,100,61295.5,No,No,No,No,No,No
6125,M20984,Medium,300.9,310.9,1727,30.1,102,51982.700000000004,No,No,No,No,No,No
6126,L53305,Low,300.9,310.9,1995,20.2,105,40299.0,No,No,No,No,No,No
6127,L53306,Low,300.9,310.9,1370,52.5,107,71925.0,No,No,No,No,No,No
6128,L53307,Low,300.9,310.9,1228,66.4,109,81539.20000000001,No,No,No,No,No,No
6129,L53308,Low,300.9,311.0,1499,38.0,111,56962.0,No,No,No,No,No,No
6130,M20989,Medium,301.0,311.0,1508,46.9,113,70725.2,No,No,No,No,No,No
6131,L53310,Low,301.0,310.9,1473,44.2,116,65106.600000000006,No,No,No,No,No,No
6132,H35545,High,301.0,311.0,1640,37.6,118,61664.0,No,No,No,No,No,No
6133,L53312,Low,301.1,311.1,1429,42.5,123,60732.5,No,No,No,No,No,No
6134,L53313,Low,301.1,311.1,1470,40.9,125,60123.0,No,No,No,No,No,No
6135,L53314,Low,301.0,311.0,1581,37.0,127,58497.0,No,No,No,No,No,No
6136,L53315,Low,301.0,310.9,1740,28.9,129,50286.0,No,No,No,No,No,No
6137,H35550,High,300.9,310.8,1390,40.6,131,56434.0,No,No,No,No,No,No
6138,M20997,Medium,300.9,310.8,1988,19.7,136,39163.6,No,No,No,No,No,No
6139,M20998,Medium,300.8,310.7,1452,43.0,139,62436.0,No,No,No,No,No,No
6140,L53319,Low,300.8,310.7,1586,33.4,142,52972.399999999994,No,No,No,No,No,No
6141,L53320,Low,300.8,310.7,1589,34.3,144,54502.7,No,No,No,No,No,No
6142,L53321,Low,300.8,310.8,1486,45.7,146,67910.2,No,No,No,No,No,No
6143,L53322,Low,300.9,310.9,1755,27.9,148,48964.5,No,No,No,No,No,No
6144,M21003,Medium,301.0,310.9,1575,34.6,150,54495.0,No,No,No,No,No,No
6145,M21004,Medium,301.1,311.1,1615,37.7,153,60885.50000000001,No,No,No,No,No,No
6146,M21005,Medium,301.1,311.1,1436,41.8,156,60024.799999999996,No,No,No,No,No,No
6147,M21006,Medium,301.1,311.1,1470,40.6,159,59682.0,No,No,No,No,No,No
6148,M21007,Medium,301.1,311.1,2089,19.8,162,41362.200000000004,No,No,No,No,No,No
6149,L53328,Low,301.1,311.2,1564,37.0,165,57868.0,No,No,No,No,No,No
6150,M21009,Medium,301.0,311.1,1420,47.4,167,67308.0,No,No,No,No,No,No
6151,L53330,Low,301.1,311.1,1711,29.1,170,49790.100000000006,No,No,No,No,No,No
6152,L53331,Low,301.1,311.2,1555,35.3,172,54891.49999999999,No,No,No,No,No,No
6153,M21012,Medium,301.1,311.1,1592,35.7,174,56834.4,No,No,No,No,No,No
6154,L53333,Low,301.0,311.1,1236,64.4,177,79598.40000000001,No,No,No,Yes,No,Yes
6155,M21014,Medium,301.0,310.9,1765,24.2,179,42713.0,No,No,No,No,No,No
6156,L53335,Low,301.0,311.0,1634,31.2,182,50980.799999999996,No,No,No,No,No,No
6157,L53336,Low,301.1,311.1,1508,41.5,184,62582.0,No,No,No,No,No,No
6158,L53337,Low,301.1,311.2,1774,29.6,186,52510.4,No,No,No,No,No,No
6159,L53338,Low,301.1,311.0,1677,29.1,188,48800.700000000004,No,No,No,No,No,No
6160,L53339,Low,301.0,311.0,1399,58.0,190,81142.0,No,No,No,Yes,No,Yes
6161,L53340,Low,301.0,310.9,1570,34.0,192,53380.0,No,No,No,No,No,No
6162,L53341,Low,301.0,310.9,1479,44.3,194,65519.7,No,No,No,No,No,No
6163,L53342,Low,301.0,310.8,1558,34.9,196,54374.2,No,No,No,No,No,No
6164,L53343,Low,300.8,310.7,1358,48.1,198,65319.8,No,No,No,No,No,No
6165,H35578,High,300.9,310.7,1656,30.7,200,50839.2,No,No,No,No,No,No
6166,L53345,Low,300.9,310.7,1523,35.8,205,54523.399999999994,No,No,No,No,No,No
6167,H35580,High,300.9,310.7,1403,40.6,207,56961.8,No,No,No,No,No,No
6168,M21027,Medium,300.9,310.7,1362,51.6,212,70279.2,No,No,No,No,No,No
6169,M21028,Medium,300.7,310.6,1778,27.1,215,48183.8,No,No,No,No,No,No
6170,L53349,Low,300.7,310.5,1448,38.2,218,55313.600000000006,No,No,No,No,No,No
6171,H35584,High,300.8,310.5,1559,40.1,220,62515.9,No,No,No,No,No,No
6172,L53351,Low,300.8,310.6,1416,42.2,225,59755.200000000004,No,No,No,No,No,No
6173,L53352,Low,300.8,310.6,1577,37.9,227,59768.299999999996,Yes,No,No,No,No,Yes
6174,L53353,Low,300.8,310.7,1633,27.8,0,45397.4,No,No,No,No,No,No
6175,L53354,Low,300.9,310.7,1573,31.2,2,49077.6,No,No,No,No,No,No
6176,L53355,Low,300.9,310.8,1517,44.3,4,67203.09999999999,No,No,No,No,No,No
6177,L53356,Low,301.0,310.9,1515,37.3,6,56509.49999999999,No,No,No,No,No,No
6178,L53357,Low,301.0,310.8,1527,45.3,8,69173.09999999999,No,No,No,No,No,No
6179,L53358,Low,301.1,310.9,1282,67.9,10,87047.8,No,No,Yes,No,No,Yes
6180,M21039,Medium,301.1,310.9,1396,45.1,12,62959.6,No,No,No,No,No,No
6181,L53360,Low,301.0,310.9,1492,44.6,15,66543.2,No,No,No,No,No,No
6182,L53361,Low,301.0,310.8,1975,19.7,17,38907.5,No,No,No,No,No,No
6183,L53362,Low,301.0,310.8,1475,35.3,19,52067.49999999999,No,No,No,No,No,No
6184,H35597,High,301.0,310.9,1495,37.3,21,55763.49999999999,No,No,No,No,No,No
6185,L53364,Low,301.0,311.0,1553,35.8,26,55597.399999999994,No,No,No,No,No,No
6186,L53365,Low,301.1,311.0,1918,21.7,28,41620.6,No,No,No,No,No,No
6187,M21046,Medium,301.1,311.0,1413,46.6,30,65845.8,No,No,No,No,No,No
6188,L53367,Low,301.0,311.0,1437,56.0,33,80472.0,No,No,No,No,No,No
6189,L53368,Low,301.0,310.9,1450,45.9,35,66555.0,No,No,No,No,No,No
6190,M21049,Medium,301.0,310.9,1910,21.9,37,41829.0,No,No,No,No,No,No
6191,L53370,Low,300.9,310.9,1749,26.4,40,46173.6,No,No,No,No,No,No
6192,H35605,High,301.0,310.9,1916,22.0,42,42152.0,No,No,No,No,No,No
6193,L53372,Low,301.0,310.9,1428,45.3,47,64688.399999999994,No,No,No,No,No,No
6194,L53373,Low,301.0,310.9,1578,38.4,49,60595.2,No,No,No,No,No,No
6195,L53374,Low,300.9,310.8,1571,39.9,51,62682.899999999994,No,No,No,No,No,No
6196,L53375,Low,300.9,310.8,1729,30.2,53,52215.799999999996,No,No,No,No,No,No
6197,L53376,Low,300.9,310.8,1701,30.4,55,51710.399999999994,No,No,No,No,No,No
6198,L53377,Low,300.9,310.8,1493,45.8,57,68379.4,No,No,No,No,No,No
6199,M21058,Medium,301.0,310.9,1554,32.7,59,50815.8,No,No,No,No,No,No
6200,L53379,Low,300.9,310.9,1497,43.2,62,64670.4,No,No,No,No,No,No
6201,L53380,Low,301.0,310.9,1679,29.8,64,50034.200000000004,No,No,No,No,No,No
6202,M21061,Medium,301.0,310.9,1510,44.5,66,67195.0,No,No,No,No,No,No
6203,L53382,Low,301.0,310.9,1296,54.9,69,71150.4,No,No,No,No,No,No
6204,L53383,Low,301.0,310.9,1404,41.8,71,58687.2,No,No,No,No,No,No
6205,M21064,Medium,300.9,310.8,1519,34.9,73,53013.1,No,No,No,No,No,No
6206,M21065,Medium,300.9,310.7,1696,27.3,76,46300.8,No,No,No,No,No,No
6207,M21066,Medium,300.8,310.6,1669,28.4,79,47399.6,No,No,No,No,No,No
6208,L53387,Low,300.7,310.6,1447,40.7,82,58892.9,No,No,No,No,No,No
6209,M21068,Medium,300.7,310.6,1418,46.3,84,65653.4,No,No,No,No,No,No
6210,L53389,Low,300.7,310.6,1407,40.5,87,56983.5,No,No,No,No,No,No
6211,L53390,Low,300.8,310.5,1434,44.5,89,63813.0,No,No,No,No,No,No
6212,L53391,Low,300.8,310.6,1360,48.8,91,66368.0,No,No,No,No,No,No
6213,L53392,Low,300.8,310.6,1402,53.7,93,75287.40000000001,No,No,No,No,No,No
6214,L53393,Low,300.9,310.6,1552,34.9,95,54164.799999999996,No,No,No,No,No,No
6215,L53394,Low,300.9,310.7,1392,44.2,97,61526.4,No,No,No,No,No,No
6216,L53395,Low,301.1,310.8,1521,41.0,99,62361.0,No,No,No,No,No,No
6217,L53396,Low,301.1,310.8,1724,27.5,101,47410.0,No,No,No,No,No,No
6218,M21077,Medium,301.0,310.7,1455,46.1,103,67075.5,No,No,No,No,No,No
6219,H35632,High,301.0,310.6,1366,50.6,106,69119.6,No,No,No,No,No,No
6220,H35633,High,301.1,310.6,1407,43.9,111,61767.299999999996,No,No,No,No,No,No
6221,L53400,Low,301.1,310.8,1470,49.3,116,72471.0,No,No,No,No,No,No
6222,M21081,Medium,301.2,310.9,1359,50.8,118,69037.2,No,No,No,No,No,No
6223,H35636,High,301.1,310.8,1792,25.8,121,46233.6,No,No,No,No,No,No
6224,M21083,Medium,301.1,310.9,1552,37.9,126,58820.799999999996,No,No,No,No,No,No
6225,L53404,Low,301.2,311.0,1612,32.9,129,53034.799999999996,No,No,No,No,No,No
6226,M21085,Medium,301.2,311.0,1424,41.4,131,58953.6,No,No,No,No,No,No
6227,H35640,High,301.3,311.0,1341,59.3,134,79521.3,No,No,No,No,No,No
